Id,UserName,DisplayName,RegisterDate,PerformanceTier,Country,PerformanceName
377456,remap1,Gerard Toonstra,7/3/2015,3,Netherlands,3:Master
377536,alexlzzz,	==>(AL)<==,7/3/2015,3,United States,3:Master
379860,captcalculator,Troy Walters,7/8/2015,3,United States,3:Master
382794,mohitmohan,Maverix,7/13/2015,3,,3:Master
383757,mindcool,Luis Andre Dutra e Silva,7/14/2015,3,Federal District,3:Master
384014,allexius,Alexander Bauer,7/14/2015,3,Germany,3:Master
393246,sasrdw,Russ W,7/30/2015,4,United States,4:Grandmaster
394451,btbpanda,Btbpanda,8/1/2015,3,,3:Master
396939,paragkale,Parag Kale,8/6/2015,3,India,3:Master
399236,mgchbot,mgchbot,8/12/2015,3,,3:Master
400262,apapiu,Alexandru Papiu,8/14/2015,3,United States,3:Master
400558,zeliek,Argmen,8/14/2015,3,China,3:Master
405318,raddar,raddar,8/24/2015,4,Lithuania,4:Grandmaster
406384,qqgeogor,qianqian,8/26/2015,4,China,4:Grandmaster
407384,drn01z3,n01z3,8/27/2015,4,Russia,4:Grandmaster
408526,extremin,extremin,8/30/2015,3,,3:Master
409110,zhewang,horizon,8/31/2015,3,China,3:Master
409198,laroumagne,Florian Laroumagne,8/31/2015,3,FR,3:Master
409209,pierrenowak,Pierre Nowak,8/31/2015,3,France,3:Master
410777,vwoodnz,vwood,9/2/2015,3,NZ,3:Master
413038,phegde,Pradeep Hegde,9/5/2015,3,Hong Kong,3:Master
414229,prostoblank,Natalia Bliankinshtein,9/7/2015,3,Russian Federation,3:Master
417337,tunguz,Bojan Tunguz,9/11/2015,4,USA,4:Grandmaster
421386,bobutis,bobutis,9/17/2015,4,LT,4:Grandmaster
422213,praveenadepu,Praveen Adepu,9/19/2015,3,Australia,3:Master
425513,andreaslup,alup,9/23/2015,3,Greece,3:Master
431392,yangxulei,XuleiYang,9/30/2015,3,Singapore,3:Master
435831,alexeylive,Alexey Matveev,10/5/2015,3,Russia,3:Master
436401,tkm2261,tkm2261,10/6/2015,3,Japan,3:Master
436770,legolace,KirillSkornyakov,10/6/2015,3,RU,3:Master
438531,freeman89,Kostadinov,10/8/2015,3,Germany,3:Master
439177,scnndl,scnndl,10/9/2015,3,,3:Master
440760,alexs00,Alexandr Seleznyov,10/12/2015,3,FI,3:Master
448799,ubbikk,ubik,10/22/2015,3,,3:Master
449071,nickycan,🐳鲲(China),10/23/2015,3,China,3:Master
453807,craigglastonbury,Craig Glastonbury,10/28/2015,3,United Kingdom,3:Master
456632,beedata,FengLi,11/1/2015,3,,3:Master
459082,brandao,Humberto Brandão,11/4/2015,3,Brazil,3:Master
459771,poteman,poteman,11/5/2015,3,,3:Master
461304,pavelgonchar,Pavel Gonchar,11/7/2015,3,,3:Master
461631,renman,Felix Yu,11/8/2015,3,,3:Master
461723,zfturbo,ZFTurbo,11/8/2015,4,RU,4:Grandmaster
462889,albedan,Alberto Danese,11/9/2015,4,Italy,4:Grandmaster
466166,a31314431,FuLin,11/13/2015,3,USA,3:Master
469241,ecow1338,nomo,11/18/2015,3,China,3:Master
471945,divrikwicky,AhmetErdem,11/22/2015,3,Netherlands,3:Master
473143,nuszeng,Zeng Zeng,11/24/2015,3,Singapore,3:Master
473824,colinmorris,ColinMorris,11/25/2015,5,Canada,5:Kaggleteam
474954,ktts1031,tosh,11/26/2015,3,Japan,3:Master
476352,seanjv,sjv,11/28/2015,4,United States,4:Grandmaster
478989,wowfattie,Guanshuo Xu,12/2/2015,3,United States,3:Master
479538,maxwell110,Maxwell,12/2/2015,3,Japan,3:Master
480181,manels,Manel,12/3/2015,3,Spain,3:Master
480198,lucienderubempre,Lucien de Rubempre,12/3/2015,3,,3:Master
484503,rwightman,RossWightman,12/9/2015,3,Canada,3:Master
484516,crawford,Chris Crawford,12/9/2015,5,United States,5:Kaggleteam
484718,beaverdm,Beaver48,12/10/2015,3,Russia,3:Master
486077,whitebird,whitebird,12/12/2015,3,China,3:Master
486850,aviatorx,Youliang Yu,12/14/2015,3,USA,3:Master
487776,arthurllau,Arthur  Llau,12/15/2015,3,France,3:Master
490001,jonathanbouchet,Jonathan Bouchet,12/18/2015,3,United States,3:Master
494641,narsil,narsil,12/28/2015,3,Poland,3:Master
495305,mrisdal,Megan Risdal,12/29/2015,5,United States,5:Kaggleteam
495818,kylelee,Kyle Y. Lee,12/30/2015,4,Malaysia,4:Grandmaster
496907,ogrellier,olivier,1/2/2016,3,,3:Master
497811,randseay,Rand Seay,1/4/2016,5,United States,5:Kaggleteam
501003,troyretter,Troy Retter,1/9/2016,3,United States,3:Master
501283,liaofz,Fangzhou Liao,1/10/2016,3,China,3:Master
505196,ekydna,Andrey Kiryasov,1/15/2016,3,Russia,3:Master
505747,anokas,anokas,1/16/2016,4,United Kingdom,4:Grandmaster
506695,alexch,alex,1/18/2016,3,,3:Master
507598,arnowaczynski,arnowaczynski,1/19/2016,3,Poland,3:Master
509829,datahobbit,MichaelP,1/21/2016,3,United Kingdom,3:Master
510978,longint,longint,1/23/2016,3,,3:Master
511704,lessonnair,lessonnair,1/24/2016,3,,3:Master
512750,ddanevskyi,Dmitriy Danevskiy,1/25/2016,3,,3:Master
512917,kubilai,kubilai,1/26/2016,3,,3:Master
517522,bvoskresenskii,BVoskresenskii,1/31/2016,3,Russia,3:Master
518185,victorsd,Victor Durnov,2/1/2016,3,RU,3:Master
518445,billpun,lazycat,2/1/2016,3,USA,3:Master
520839,johnpateha,Evgeny Patekha,2/4/2016,4,Russia,4:Grandmaster
522210,shujian,Shujian Liu,2/5/2016,3,United States,3:Master
522645,laurae2,Laurae,2/6/2016,3,France,3:Master
523701,famousboy,Rinnegan,2/8/2016,3,USA,3:Master
526714,sagol79,sagol,2/11/2016,3,Russia,3:Master
527850,bochen0909,chen,2/12/2016,3,United States,3:Master
527964,aagundez,Aurelio Agundez,2/12/2016,5,United States,5:Kaggleteam
529919,paultodo,PaulTodo,2/15/2016,3,France,3:Master
532347,romul0212,Ruslan Baikulov,2/18/2016,3,,3:Master
534152,selimsef,Selim Seferbekov,2/20/2016,3,Belarus,3:Master
535127,cactusplants,cactusplants,2/21/2016,3,Royaume,3:Master
536494,gamers5a,Aleksey Kharlamov,2/23/2016,3,,3:Master
536790,sneddy,Aimoldin Anuar [dsmlkz],2/23/2016,3,Kazakhstan,3:Master
537017,pavelost,Pavel Ostyakov,2/23/2016,3,Russia,3:Master
541964,cczaixian,KALE,2/28/2016,3,United States,3:Master
544243,chuijh,Joseph Chui,3/1/2016,3,United States,3:Master
548996,its7171,tito,3/6/2016,3,Japan,3:Master
549055,tilii7,Tilii,3/6/2016,3,USA,3:Master
550864,mifril,Maxim Vakhrushev,3/8/2016,3,Russia,3:Master
551990,chengju,Cheng,3/9/2016,3,USA,3:Master
554211,fengari,Fengari,3/11/2016,4,China,4:Grandmaster
557933,crailtap,Chris Cross,3/15/2016,3,DE,3:Master
561771,wrosinski,Wojtek Rosinski,3/19/2016,3,Poland,3:Master
565506,pureheart,piupiu,3/23/2016,4,,4:Grandmaster
568948,aquatic,Joe Eddy,3/27/2016,3,United States,3:Master
570506,nejumi,YuyaYamamoto,3/29/2016,3,Japan,3:Master
573037,lhohoz,lhohoz,4/1/2016,3,China,3:Master
574850,asydorchuk,Andrii Sydorchuk,4/3/2016,3,Sweden,3:Master
582918,rahimi,mashdi,4/12/2016,3,United States,3:Master
584812,sangxia,Sangxia,4/12/2016,3,Sweden,3:Master
585429,zhiqiangzhong,Zhiqiang Zhong,4/13/2016,3,Luxembourg,3:Master
587025,williamhau,William Hau,4/15/2016,3,United States,3:Master
587388,vrtjso,Lingzhi,4/15/2016,3,United States,3:Master
588067,shixw125,weiwei,4/16/2016,4,CN,4:Grandmaster
595750,abdelwahedassklou,Abdelwahed Assklou,4/24/2016,3,Morocco,3:Master
595758,neongen,neongen,4/24/2016,3,Greece,3:Master
596499,vecxoz,vecxoz,4/25/2016,3,Ukraine,3:Master
603584,juliaelliott,Julia Elliott,5/3/2016,5,United States,5:Kaggleteam
604300,ascending,SS,5/4/2016,3,,3:Master
604667,gkucsko,Kucsko,5/4/2016,3,United States,3:Master
608221,zillerxi,zillerxi,5/9/2016,3,,3:Master
611207,vzsolt,Zsolt Vadaszi,5/12/2016,3,Romania,3:Master
613794,gullu39,PrakashSubedi,5/15/2016,3,United States,3:Master
614874,btzolo,kissnz,5/17/2016,3,,3:Master
615271,cwaring,Waring,5/17/2016,3,Canada,3:Master
617508,tarobxl,tarobxl,5/19/2016,3,,3:Master
621675,goodlearn,zero,5/23/2016,3,,3:Master
625941,alexyung757,AlexYung,5/27/2016,3,China,3:Master
629296,x0x0w1,x0x0w1,5/31/2016,3,Ukraine,3:Master
629889,sfx7rail,Feater,6/1/2016,3,China,3:Master
630326,curlyb,Denis Vlasov,6/1/2016,3,RU,3:Master
632467,jacobkie,jacobkie,6/4/2016,3,,3:Master
641221,luudactam,Data Luu,6/15/2016,3,Vietnam,3:Master
643305,nvarganov,NV27,6/17/2016,3,Russia,3:Master
643793,henrykmichalewski,Henryk,6/18/2016,3,Poland,3:Master
646076,ajaywolvex,roXw,6/21/2016,3,,3:Master
651378,adityakumarsinha,adityasinha,6/29/2016,3,India,3:Master
655298,damonchen,Damon,7/5/2016,3,China,3:Master
661313,niwatori,NIWATORI,7/13/2016,3,Japan,3:Master
666918,alijs1,alijs,7/20/2016,3,LV,3:Master
687211,panfeiyang,FeiYang,8/15/2016,3,China,3:Master
689545,qingnan,QingnanTang,8/18/2016,3,,3:Master
689824,venheads,ValeriyBabushkin,8/18/2016,3,Russia,3:Master
699407,sam,Sam Harris,8/29/2016,5,United States,5:Kaggleteam
699812,ysharma1126,Yash Sharma,8/30/2016,3,United States,3:Master
700870,salkaa,Sasho Nedelkoski,8/31/2016,3,Germany,3:Master
708283,bestfitting,bestfitting,9/7/2016,4,,4:Grandmaster
711625,viczyf,zyf,9/11/2016,3,,3:Master
712087,seesee,See--,9/11/2016,3,Germany,3:Master
713234,cbrioso,Carlos Brioso,9/12/2016,3,United States,3:Master
713766,kczechowski,KonradCz.,9/13/2016,3,Poland,3:Master
714692,gerryl,Gerryl,9/14/2016,3,,3:Master
715257,senkin13,senkin13,9/14/2016,3,Japan,3:Master
719125,drknope,Dr. Knope,9/18/2016,3,,3:Master
727797,arthurtok,Anisotropic,9/25/2016,3,United Kingdom,3:Master
740429,ash316,Ashwini Swain,10/5/2016,3,India,3:Master
740697,hakimi,Hakim Idjis,10/5/2016,3,France,3:Master
743064,dmytropoplavskiy,Dmytro Poplavskiy,10/7/2016,3,Australia,3:Master
743105,cirlecircle,circlecircle,10/7/2016,3,,3:Master
744554,fartuk1,Artur Fattakhov (MIPT DIHT),10/8/2016,3,,3:Master
744730,pranav84,Pranav Pandya,10/8/2016,3,Germany,3:Master
745096,kotikkonstantin,Konstantin Kotik,10/9/2016,3,Russia,3:Master
748899,plantsgo,plantsgo,10/12/2016,4,,4:Grandmaster
750643,lystdo,Bing Bai,10/13/2016,3,China,3:Master
753574,residentmario,Aleksey Bilogur,10/15/2016,3,United States,3:Master
759141,huangkh19951228,Steeve Huang,10/19/2016,3,Taiwan,3:Master
760207,lzs0047,Ch-horse,10/20/2016,3,United States,3:Master
769452,gpreda,Gabriel Preda,10/27/2016,3,Romania,3:Master
771994,kmtbang,zhongtian,10/30/2016,3,,3:Master
795565,sgalib,Shai,11/16/2016,3,United States,3:Master
799024,hitman47,Gleb Anferov,11/17/2016,3,Russia,3:Master
802917,ilyenkov,anatoly,11/20/2016,3,Russia,3:Master
805012,yaroshevskiy,Oleg Yaroshevskyy,11/21/2016,3,Ukraine,3:Master
816164,skbergam,Sean Bergam,11/30/2016,5,United States,5:Kaggleteam
820631,johnma,John Ma,12/2/2016,3,United States,3:Master
825553,hhyhhyhy,haoyhu,12/6/2016,3,,3:Master
829300,rhgrossm,To Train Them Is My Cause,12/8/2016,3,United States,3:Master
833346,bonga1,Sanjay Agrawal,12/12/2016,3,India,3:Master
836731,noderaider,Cole Chamberlain,12/15/2016,5,United States,5:Kaggleteam
836787,linux18,LinuX19,12/15/2016,3,China,3:Master
841938,takuok,takuoko,12/20/2016,3,Japan,3:Master
842507,sevensteven,Zijun Yao,12/20/2016,3,Norway,3:Master
843848,pocketsuteado,pocket,12/21/2016,3,Japan,3:Master
845888,kkaczmarek,kamil,12/23/2016,3,Poland,3:Master
847129,ikibardin,Ilya Kibardin,12/25/2016,3,Russia,3:Master
847605,qiaoshiji,PureMilk,12/26/2016,3,China,3:Master
848150,mengxin1992,Mengxin,12/27/2016,3,USA,3:Master
849647,mazdaryo,pigimaru,12/28/2016,3,Japan,3:Master
850473,damsgroup,Igor Manzhos,12/29/2016,3,Ukraine,3:Master
854613,h4211819,30CrMnSiA,1/3/2017,3,China,3:Master
858585,dawnbreaker,Dawnbreaker,1/7/2017,3,United States,3:Master
864216,fatihozturk,fatihöztürk,1/11/2017,3,Turkey,3:Master
869279,shvetsiya,Alex Shvets,1/15/2017,3,United States,3:Master
870614,bmcinnovo,bmci,1/16/2017,3,USA,3:Master
870928,zhoukj,zkjjj,1/17/2017,3,,3:Master
874411,olenan,Olena,1/19/2017,3,,3:Master
876835,aharless,Andy Harless,1/21/2017,3,United States,3:Master
880113,victorhbd,VictorHBD,1/23/2017,3,Brasil,3:Master
888191,tivfrvqhs5,David,1/29/2017,3,United States,3:Master
888400,owruby,owruby,1/29/2017,3,Japan,3:Master
890468,jjjklife,jjjklife,1/30/2017,3,,3:Master
900546,mitiau,Dmitriy Umerenkov,2/6/2017,3,Russia,3:Master
906305,u39kun,Yusaku Sako,2/10/2017,3,United States,3:Master
921191,ilovearsenal,THLUO,2/20/2017,3,,3:Master
922818,chetan0403,Chetan Bhat,2/21/2017,3,India,3:Master
933653,outrunner,outrunner,2/28/2017,3,,3:Master
937904,popyy0101,Yang Yu,3/2/2017,3,,3:Master
958871,boberm,Mirek Bober,3/10/2017,3,United Kingdom,3:Master
962189,wuzuping,Zuping Wu,3/12/2017,3,China,3:Master
965568,yinpeng,Yinpeng Dong,3/14/2017,3,,3:Master
969955,kueipo,Kueipo J. H.,3/16/2017,3,Taiwan,3:Master
971124,igetii,igeti,3/16/2017,3,Russia,3:Master
974295,serigne,Serigne,3/18/2017,3,France,3:Master
976501,thousandvoices,thousandvoices,3/19/2017,4,,4:Grandmaster
978409,willkoehrsen,Will Koehrsen,3/20/2017,3,USA,3:Master
983147,baomengjiao,spongebob,3/23/2017,3,China,3:Master
995397,maggiemd,Maggie,3/29/2017,5,United States,5:Kaggleteam
996327,mzr2017,zr,3/30/2017,3,China,3:Master
998023,timoboz,Timo Bozsolik,3/31/2017,5,Australia,5:Kaggleteam
999074,naivelamb,Xuan Cao,3/31/2017,3,United States,3:Master
1008115,heyt0ny,feels_g00d_man,4/5/2017,3,Russia,3:Master
1010129,louis925,Louis Yang,4/6/2017,3,USA,3:Master
1014468,headsortails,Heads or Tails,4/9/2017,4,,4:Grandmaster
1018689,codename007,Lathwal,4/11/2017,3,India,3:Master
1023209,infzero,infzero,4/14/2017,3,,3:Master
1025394,meli19,Mengfei Li,4/15/2017,3,Germany,3:Master
1029053,leecming,Chun Ming Lee,4/18/2017,3,,3:Master
1033015,samratp,Samrat P,4/20/2017,3,India,3:Master
1045782,dlabutsky,Dmitry Labutsky,4/27/2017,3,,3:Master
1047408,kylinorange,Jun Xie,4/28/2017,3,United States,3:Master
1047763,andrew60909,"Shuo-Jen, Chang",4/28/2017,3,Taiwan,3:Master
1056333,markmcdonald,Mark McDonald,5/3/2017,5,,5:Kaggleteam
1063999,sebbovg,Seb Boving,5/8/2017,5,,5:Kaggleteam
1075661,alexkirnas,Alexander Zarichkovyi,5/15/2017,3,Ukraine,3:Master
1087759,qinhui1999,huiqin,5/23/2017,3,,3:Master
1095143,addisonhoward,Addison Howard,5/26/2017,5,United States,5:Kaggleteam
1097838,kabure,Leonardo Ferreira,5/29/2017,3,Brazil,3:Master
1100073,mapodoufu,xBuDer,5/30/2017,3,,3:Master
1110728,skyhuang,Sky Huang,6/5/2017,3,United States,3:Master
1113035,terenceliu4444,TerenceLiu,6/7/2017,3,United States,3:Master
1116846,jiayou,You Jia,6/9/2017,3,,3:Master
1131996,xucheng,xucheng,6/19/2017,3,China,3:Master
1132983,sohier,Sohier Dane,6/19/2017,5,United States,5:Kaggleteam
1134767,berserker408,light,6/21/2017,3,China,3:Master
1138507,lukeeee,Lukasz Grad,6/23/2017,3,Poland,3:Master
1145061,nzabcd,Master,6/28/2017,3,China,3:Master
1156413,brightertiger,<^..^>,7/6/2017,3,India,3:Master
1157642,kanncaa1,DATAI,7/6/2017,3,Turkey,3:Master
1160258,ybwu01,Yibing Wu,7/8/2017,3,United States,3:Master
1162990,rtatman,Rachael Tatman,7/10/2017,5,United States,5:Kaggleteam
1178699,jplotts,Jim Plotts,7/20/2017,5,United States,5:Kaggleteam
1179769,kesjien,kes | Glib Kechyn,7/21/2017,3,,3:Master
1181408,zyzzhaoyuzhe,VZ24,7/22/2017,3,,3:Master
1183600,atanasova,Atanas Atanasov,7/24/2017,3,Bulgaria,3:Master
1189681,p233333,Tianyu Pang,7/28/2017,3,,3:Master
1191573,lyakaap,lyakaap,7/29/2017,3,Japan,3:Master
1192168,cpuwdl,cpuwdl,7/30/2017,3,,3:Master
1197762,erniechiew,Ern,8/2/2017,3,Malaysia,3:Master
1217588,andgo777,Andrey Golov,8/16/2017,3,Russia,3:Master
1240410,nathanforyou,Nathan Jervis,8/30/2017,5,Canada,5:Kaggleteam
1248000,michaelapers,MichaelApers,9/4/2017,5,USA,5:Kaggleteam
1249915,eyobtefera,Eyob Tefera,9/5/2017,5,United States,5:Kaggleteam
1257168,ekffar,Lin12345,9/9/2017,3,China,3:Master
1257559,kingarthur7,Arthur Stsepanenka,9/9/2017,3,Belarus,3:Master
1264580,khyeh0719,Kun Hao Yeh,9/13/2017,3,,3:Master
1265806,panamka,panamka,9/13/2017,3,Russia,3:Master
1270958,prashantkikani,Prashant Kikani,9/16/2017,3,India,3:Master
1277206,golubev,Vlad Golubev,9/19/2017,3,Vietnam,3:Master
1309432,stephensisk,Stephen Sisk,10/3/2017,5,United States,5:Kaggleteam
1314380,paultimothymooney,Paul Mooney,10/5/2017,5,USA,5:Kaggleteam
1315079,peijenlin,Peijen Lin,10/5/2017,5,USA,5:Kaggleteam
1370818,toshif,toshif,10/29/2017,3,,3:Master
1377178,oyxuan,ouyangxuan,10/31/2017,3,,3:Master
1451373,cesces,Ces Cortez,11/27/2017,5,United States,5:Kaggleteam
1468913,marcuslin,SomethingIsWrong,12/4/2017,3,Taiwan,3:Master
1488634,cmcmorrow,Camille McMorrow,12/11/2017,5,United States,5:Kaggleteam
1491058,ryuichi0704,RK,12/12/2017,3,Japan,3:Master
1528223,meykds,Meyk,1/3/2018,3,Poland,3:Master
1534809,uuulearn,uuulearn,1/7/2018,3,China,3:Master
1537731,elizabethpark,Elizabeth Park,1/8/2018,5,,5:Kaggleteam
1541812,moizsaifee,Moiz Saifee,1/10/2018,3,India,3:Master
1562031,pavansanagapati,Pavan Sanagapati,1/18/2018,3,India,3:Master
1562115,allvor,Alvor,1/18/2018,3,Poland,3:Master
1571785,shivamb,Shivam Bansal,1/22/2018,4,,4:Grandmaster
1722696,trian2018,trian2018,3/14/2018,3,Germany,3:Master
1727163,nbdaniels,Noah Daniels,3/16/2018,5,USA,5:Kaggleteam
1772071,jessicali9530,Jessica Li,3/29/2018,5,USA,5:Kaggleteam
1788708,rebeccaysteboe,Rebecca Ysteboe,4/4/2018,5,,5:Kaggleteam
1850620,d1jang,Don Jang,4/23/2018,5,,5:Kaggleteam
1864256,vaishalij,Vaishali Jain,4/27/2018,5,USA,5:Kaggleteam
1870734,craerek,Chelsea Raerek,4/30/2018,5,USA,5:Kaggleteam
1880987,zachdiemer,Zach Diemer,5/3/2018,5,USA,5:Kaggleteam
1883999,littlecorrie,Corrie,5/4/2018,5,USA,5:Kaggleteam
1891177,dster,DJ Sterling,5/7/2018,5,USA,5:Kaggleteam
1952004,jackywangkaggle,Jacky Wang,5/29/2018,5,USA,5:Kaggleteam
1957404,mikeprocopio,Mike Procopio,5/31/2018,5,USA,5:Kaggleteam
1957634,ian,Ian Catindig,5/31/2018,5,USA,5:Kaggleteam
1984530,rosebv,Vincent Roseberry,6/11/2018,5,,5:Kaggleteam
2039816,herbison,Dustin,7/3/2018,5,,5:Kaggleteam
2040389,mijames,MJ,7/3/2018,5,USA,5:Kaggleteam
2055066,willbrazil,Will Guedes,7/9/2018,5,,5:Kaggleteam
2080166,kerneler,Kaggle Kerneler,7/19/2018,5,USA,5:Kaggleteam
2133738,rachellm,Rachel,8/7/2018,5,USA,5:Kaggleteam
2166370,erdalsivri,Erdal Sivri,8/20/2018,5,Germany,5:Kaggleteam
